Loja,Item,Tamanho,Quantidade,Valor
Loja 3,Regata,G,9,41.38
Loja 6,Camiseta Mang Long,M,10,79.94
Loja 3,Pijama,P,3,14.48
Loja 9,Baby Look,EGG,6,98.64
Loja 9,Regata,G,5,50.91
Loja 2,Moletom,EGG,7,32.37
Loja 5,Calça Masc,M,1,89.2
Loja 2,Shorts Academia,GG,10,57.22
Loja 8,Shorts Academia,GG,2,22.8
Loja 3,Camiseta,PP,4,97.43
Loja 5,Calça Camuflada,P,10,49.86
Loja 1,Bermuda,EGG,3,34.65
Loja 9,Pijama,G,3,93.41
Loja 2,Top,PP,10,18.23
Loja 6,Blazer,G,10,94.08
Loja 10,Calça Masc,G,10,68.38
Loja 8,Macacão,EGG,7,14.6
Loja 9,Baby Look,G,3,93.78
Loja 1,Baby Look,P,3,74.95
Loja 2,Blazer,M,8,23.94
Loja 8,Regata,GG,10,43.76
Loja 4,Vestido,GG,4,69.09
Loja 8,Shorts,P,3,25.74
Loja 4,Calça Masc,GG,4,65.21
Loja 9,Camiseta Mang Long,GG,10,37.3
Loja 10,Top,GG,5,18.08
Loja 3,Camiseta Mang Long,M,2,99.21
Loja 1,Baby Look,M,10,70.02
Loja 10,Macacão,M,9,96.17
Loja 2,Regata,EGG,7,65.1
Loja 10,Regata,P,8,50.03
Loja 9,Calça Masc,M,7,81.37
Loja 4,Macacão,EGG,1,75.97
Loja 10,Macacão,M,1,24.26
Loja 5,Camiseta,GG,7,92.55
Loja 7,Regata,EGG,2,13.66
Loja 5,Regata,EGG,9,28.61
Loja 2,Calça Fem,G,1,29.8
Loja 2,Top,GG,7,60.05
Loja 2,Camiseta Mang Long,M,7,38.36
Loja 9,Camiseta,PP,8,18.61
Loja 8,Regata,PP,7,71.4
Loja 5,Blazer,P,2,34.13
Loja 1,Calça Masc,M,7,84.32
Loja 3,Macacão,M,3,46.87
Loja 4,Baby Look,EGG,10,58.81
Loja 6,Camiseta,P,10,77.91
Loja 9,Calça Masc,M,10,30.53
Loja 8,Calça Camuflada,M,3,18.42
Loja 9,Calça Camuflada,EGG,10,93.22
Loja 4,Shorts Academia,GG,5,53.47
Loja 3,Bermuda,GG,4,81.46
Loja 7,Calça Skini,M,8,74.66
Loja 10,Camiseta,G,6,20.53
Loja 9,Legging,PP,2,83.05
Loja 2,Camiseta,PP,8,78.17
Loja 4,Calça Skini,P,8,53.66
Loja 5,Top,G,8,78.54
Loja 5,Vestido,G,5,78.06
Loja 5,Vestido,GG,8,96.95
Loja 1,Camiseta,EGG,10,57.39
Loja 9,Vestido,EGG,1,29.49
Loja 9,Calça Camuflada,G,8,89.76
Loja 8,Camiseta,EGG,1,38.87
Loja 5,Pijama,M,5,10.04
Loja 4,Blusa,GG,3,68.16
Loja 4,Camiseta Mang Long,M,9,62.48
Loja 8,Calça Masc,EGG,9,31.73
Loja 6,Regata,EGG,4,93.43
Loja 9,Shorts Academia,P,8,25.85
Loja 6,Moletom,P,6,24.74
Loja 2,Bermuda,EGG,3,36.52
Loja 2,Camiseta Mang Long,P,10,53.8
Loja 9,Legging,P,6,91.56
Loja 9,Bermuda,EGG,5,61.05
Loja 10,Calça Masc,G,6,69.09
Loja 4,Legging,P,10,66.37
Loja 6,Calça Camuflada,EGG,9,49.05
Loja 1,Vestido,P,2,59.61
Loja 5,Jaqueta,GG,6,72.51
Loja 2,Vestido,M,8,34.54
Loja 2,Blusa,GG,9,62.64
Loja 1,Calça Fem,EGG,6,50.26
Loja 3,Blusa,P,10,33.22
Loja 3,Moletom,GG,7,81.37
Loja 2,Top,EGG,9,23.36
Loja 1,Shorts,GG,9,76.78
Loja 10,Calça Masc,PP,8,78.2
Loja 3,Top,GG,1,99.18
Loja 9,Pijama,P,3,13.28
Loja 3,Pijama,GG,3,33.64
Loja 7,Calça Fem,GG,4,92.92
Loja 9,Camiseta,PP,5,14.79
Loja 8,Calça Masc,PP,4,31.61
Loja 1,Moletom,G,3,75.77
Loja 4,Bermuda,G,3,63.67
Loja 9,Baby Look,PP,5,74.32
Loja 9,Shorts,M,6,11.9
Loja 8,Calça Camuflada,EGG,4,56.46
Loja 6,Calça Fem,GG,1,42.43
Loja 9,Jaqueta,P,4,55.34
Loja 8,Baby Look,M,2,70.62
Loja 1,Jaqueta,GG,4,29.11
Loja 1,Camiseta,EGG,1,83.53
Loja 2,Bermuda,PP,9,49.14
Loja 4,Legging,GG,6,30.9
Loja 10,Calça Masc,PP,4,91.53
Loja 4,Macacão,GG,5,24.72
Loja 1,Calça Masc,GG,1,42.78
Loja 7,Legging,G,7,82.64
Loja 1,Pijama,M,1,46.76
Loja 3,Legging,GG,1,24.13
Loja 4,Shorts Academia,M,5,75.91
Loja 8,Calça Fem,G,7,35.63
Loja 5,Top,GG,10,87.27
Loja 9,Legging,P,2,43.74
Loja 3,Top,PP,9,41.47
Loja 1,Jaqueta,M,5,89.23
Loja 1,Camiseta Mang Long,P,2,79.58
Loja 10,Calça Fem,PP,3,71.27
Loja 1,Regata,G,7,35.51
Loja 7,Jaqueta,G,2,44.61
Loja 3,Calça Camuflada,GG,1,82.76
Loja 6,Calça Camuflada,EGG,3,84.74
Loja 3,Jaqueta,PP,9,46.9
Loja 5,Camiseta,M,4,99.81
Loja 7,Jaqueta,P,10,96.4
Loja 8,Macacão,GG,5,67.22
Loja 9,Calça Camuflada,M,8,94.97
Loja 6,Bermuda,GG,10,58.49
Loja 1,Blusa,GG,2,72.62
Loja 6,Camiseta,GG,9,47.9
Loja 3,Regata,PP,7,19.63
Loja 5,Calça Masc,PP,3,59.99
Loja 3,Calça Camuflada,GG,3,94.04
Loja 6,Vestido,GG,9,79.1
Loja 10,Baby Look,EGG,4,77.52
Loja 8,Legging,G,8,40.64
Loja 9,Vestido,GG,9,59.17
Loja 5,Shorts,EGG,2,33.46
Loja 10,Calça Masc,G,4,15.8
Loja 7,Bermuda,PP,7,41.86
Loja 1,Camiseta,G,3,32.08
Loja 8,Top,GG,10,67.47
Loja 6,Regata,EGG,4,84.04
Loja 1,Regata,M,2,38.37
Loja 1,Calça Masc,GG,7,61.36
Loja 6,Camiseta Mang Long,P,2,59.02
Loja 1,Regata,G,5,16.77
Loja 3,Calça Camuflada,PP,10,54.75
Loja 9,Moletom,P,8,87.1
Loja 3,Top,PP,7,69.14
Loja 2,Calça Fem,EGG,3,29.27
Loja 6,Blazer,G,4,91.53
Loja 4,Shorts Academia,M,3,38.78
Loja 10,Baby Look,EGG,9,44.28
Loja 4,Bermuda,PP,6,57.3
Loja 7,Macacão,EGG,6,37.19
Loja 5,Shorts Academia,PP,3,78.86
Loja 7,Camiseta Mang Long,PP,3,31.54
Loja 2,Blusa,M,3,67.59
Loja 5,Moletom,GG,4,42.25
Loja 7,Camiseta,GG,3,49.87
Loja 9,Calça Camuflada,PP,4,59.32
Loja 6,Camiseta,G,2,52.23
Loja 9,Legging,G,1,48.23
Loja 9,Calça Masc,PP,3,24.53
Loja 2,Jaqueta,EGG,7,78.3
Loja 2,Calça Masc,M,6,80.59
Loja 7,Calça Masc,PP,8,86.58
Loja 4,Legging,GG,8,63.36
Loja 4,Pijama,M,7,42.54
Loja 1,Bermuda,G,10,65.45
Loja 8,Blazer,P,5,61.57
Loja 4,Moletom,EGG,3,42.79
Loja 4,Shorts Academia,G,2,14.97
Loja 6,Camiseta,G,1,86.2
Loja 8,Regata,PP,10,73.3
Loja 10,Vestido,P,5,60.88
Loja 5,Vestido,PP,8,86.99
Loja 1,Baby Look,GG,3,11.46
Loja 10,Top,G,4,38.66
Loja 1,Baby Look,P,10,19.89
Loja 1,Bermuda,EGG,6,50.27
Loja 10,Calça Skini,P,9,52.18
Loja 4,Legging,GG,10,22.48
Loja 1,Camiseta Mang Long,P,9,62.77
Loja 5,Calça Skini,GG,8,69.35
Loja 4,Jaqueta,PP,3,48.55
Loja 2,Shorts,GG,3,81.05
Loja 1,Macacão,GG,5,72.67
Loja 3,Calça Skini,PP,1,16.75
Loja 10,Top,M,8,24.51
Loja 2,Camiseta Mang Long,GG,9,42.75
Loja 3,Calça Masc,M,4,84.68
Loja 2,Blazer,P,1,35.46
Loja 1,Legging,EGG,5,78.63
Loja 6,Regata,M,3,19.9
Loja 5,Regata,EGG,4,57.89
Loja 3,Jaqueta,M,6,55.78
Loja 10,Shorts Academia,PP,9,19.78
Loja 1,Blazer,PP,2,69.96
Loja 3,Legging,GG,4,47.99
Loja 4,Vestido,M,1,56.82
Loja 9,Calça Camuflada,PP,10,57.63
Loja 8,Legging,PP,1,75.59
Loja 2,Camiseta Mang Long,P,4,10.88
Loja 1,Calça Skini,EGG,3,38.92
Loja 8,Blazer,GG,2,68.76
Loja 9,Baby Look,GG,4,16.52
Loja 6,Baby Look,M,9,86.57
Loja 2,Blazer,G,10,31.96
Loja 4,Vestido,GG,4,28.33
Loja 8,Camiseta Mang Long,GG,8,56.04
Loja 7,Blusa,EGG,3,67.7
Loja 5,Blazer,G,8,24.2
Loja 6,Camiseta,P,8,65.86
Loja 2,Regata,P,5,38.08
Loja 9,Blusa,EGG,2,50.06
Loja 9,Jaqueta,G,1,55.41
Loja 3,Regata,P,8,20.85
Loja 1,Calça Fem,M,10,23.41
Loja 6,Blusa,P,5,16.58
Loja 10,Baby Look,PP,1,37.76
Loja 4,Calça Fem,G,2,57.54
Loja 10,Regata,PP,9,96.29
Loja 3,Calça Fem,EGG,8,41.79
Loja 7,Baby Look,M,4,55.1
Loja 7,Macacão,P,1,94.97
Loja 8,Regata,G,2,27.99
Loja 1,Vestido,GG,4,13.03
Loja 6,Calça Masc,GG,8,43.19
Loja 8,Camiseta,M,4,23.71
Loja 4,Vestido,M,9,38.77
Loja 4,Macacão,G,1,87.27
Loja 5,Legging,GG,10,54.01
Loja 9,Shorts,M,5,68.34
Loja 8,Shorts Academia,GG,10,53.54
Loja 9,Legging,M,6,81.01
Loja 6,Vestido,EGG,4,57.65
Loja 4,Calça Skini,GG,2,17.86
Loja 5,Camiseta Mang Long,G,10,80.93
Loja 9,Macacão,M,5,83.84
Loja 1,Shorts Academia,PP,7,38.3
Loja 2,Baby Look,P,9,77.5
Loja 1,Top,PP,4,23.89
Loja 6,Regata,G,1,52.52
Loja 1,Macacão,G,2,73.66
Loja 3,Calça Skini,PP,8,24.02
Loja 8,Shorts,P,6,21.56
Loja 4,Calça Skini,PP,4,75.15
Loja 7,Calça Fem,P,6,66.12
Loja 8,Calça Masc,PP,2,88.06
Loja 1,Calça Camuflada,P,2,93.66
Loja 2,Camiseta,PP,9,23.84
Loja 4,Vestido,G,2,34.05
Loja 4,Vestido,PP,5,39.82
Loja 4,Camiseta Mang Long,EGG,8,78.86
Loja 5,Moletom,P,8,96.6
Loja 3,Vestido,GG,10,72.53
Loja 5,Blazer,P,9,34.39
Loja 5,Moletom,G,7,18.77
Loja 4,Jaqueta,P,4,29.68
Loja 6,Top,P,8,65.74
Loja 6,Blazer,G,9,32.96
Loja 4,Shorts,EGG,8,58.03
Loja 2,Shorts,PP,3,80.3
Loja 5,Baby Look,P,7,83.24
Loja 10,Top,P,8,34.07
Loja 9,Camiseta,P,10,92.75
Loja 8,Camiseta,G,2,61.33
Loja 6,Regata,GG,10,81.81
Loja 5,Camiseta,EGG,3,80.32
Loja 6,Camiseta Mang Long,M,7,99.58
Loja 7,Blusa,P,8,64.99
Loja 7,Blazer,M,6,91.43
Loja 8,Macacão,EGG,7,21.28
Loja 10,Camiseta,G,2,98.81
Loja 5,Shorts Academia,EGG,9,56.71
Loja 10,Shorts Academia,M,8,48.54
Loja 9,Blusa,PP,2,92.69
Loja 4,Blazer,G,7,26.15
Loja 4,Moletom,P,1,71.5
Loja 5,Camiseta Mang Long,EGG,3,82.19
Loja 10,Calça Camuflada,GG,2,97.35
Loja 3,Calça Camuflada,G,6,40.23
Loja 8,Shorts,M,2,56.02
Loja 7,Calça Fem,PP,4,39.8
Loja 9,Blazer,PP,8,81.89
Loja 4,Regata,PP,2,59.27
Loja 9,Camiseta,P,6,82.64
Loja 5,Legging,EGG,7,52.38
Loja 7,Camiseta,PP,9,31.43
Loja 3,Moletom,EGG,4,54.06
Loja 9,Calça Skini,P,5,54.84
Loja 5,Legging,GG,1,91.3
Loja 9,Moletom,EGG,4,62.97
Loja 7,Camiseta,P,2,16.16
Loja 6,Jaqueta,P,8,10.39
Loja 5,Vestido,GG,8,57.81
Loja 3,Shorts,EGG,10,73.03
Loja 9,Shorts Academia,P,2,39.31
Loja 6,Calça Masc,GG,10,17.86
Loja 2,Calça Skini,G,3,43.86
Loja 3,Bermuda,M,6,14.97
Loja 2,Calça Skini,PP,6,78.35
Loja 1,Regata,G,4,70.75
Loja 9,Macacão,M,9,84.86
Loja 5,Bermuda,G,6,83.58
Loja 3,Calça Skini,GG,4,29.92
Loja 6,Bermuda,P,9,36.5
Loja 8,Shorts Academia,P,4,51.45
Loja 7,Camiseta,G,6,16.08
Loja 4,Blazer,G,5,57.89
Loja 7,Calça Fem,PP,3,27.86
Loja 7,Macacão,M,9,74.98
Loja 10,Camiseta Mang Long,PP,5,15.33
Loja 8,Bermuda,P,4,58.13
Loja 10,Bermuda,GG,6,41.23
Loja 2,Shorts,PP,2,47.89
Loja 9,Moletom,EGG,2,94.8
Loja 10,Blazer,G,5,35.1
Loja 10,Regata,G,7,61.85
Loja 9,Legging,GG,7,93.05
Loja 10,Baby Look,P,6,98.06
Loja 1,Moletom,P,4,89.37
Loja 3,Calça Camuflada,G,9,59.91
Loja 4,Calça Skini,EGG,1,26.51
Loja 1,Moletom,G,10,22.21
Loja 10,Macacão,PP,10,94.18
Loja 10,Calça Camuflada,M,3,35.03
Loja 1,Camiseta Mang Long,M,10,35.39
Loja 3,Calça Fem,P,10,89.15
Loja 10,Pijama,M,10,96.51
Loja 9,Macacão,GG,9,46.82
Loja 7,Calça Camuflada,G,2,19.32
Loja 10,Calça Skini,PP,2,54.47
Loja 6,Bermuda,M,8,89.15
Loja 9,Shorts Academia,M,6,61.0
Loja 9,Calça Fem,P,8,57.08
Loja 8,Calça Skini,G,8,59.65
Loja 4,Vestido,M,6,23.21
Loja 3,Shorts Academia,PP,9,75.26
Loja 5,Baby Look,EGG,6,63.22
Loja 3,Vestido,P,9,53.3
Loja 3,Camiseta,PP,2,81.06
Loja 10,Calça Masc,G,7,47.57
Loja 8,Camiseta Mang Long,EGG,8,10.61
Loja 4,Blazer,EGG,10,31.58
Loja 10,Shorts Academia,GG,7,76.52
Loja 3,Moletom,EGG,6,50.57
Loja 5,Legging,PP,8,11.33
Loja 4,Regata,EGG,7,65.13
Loja 9,Calça Camuflada,EGG,8,47.49
Loja 4,Moletom,M,5,60.4
Loja 2,Bermuda,PP,6,98.28
Loja 9,Baby Look,M,5,98.37
Loja 1,Pijama,EGG,3,59.31
Loja 4,Moletom,PP,10,66.82
Loja 7,Blusa,GG,4,45.06
Loja 8,Camiseta,PP,10,16.0
Loja 6,Blusa,M,1,15.35
Loja 9,Blusa,GG,1,55.17
Loja 4,Blazer,P,7,67.79
Loja 1,Calça Camuflada,GG,5,46.83
Loja 1,Blazer,PP,7,57.4
Loja 10,Legging,GG,5,55.01
Loja 3,Blusa,M,2,56.53
Loja 6,Blazer,P,1,94.66
Loja 3,Legging,GG,10,92.21
Loja 9,Legging,G,1,81.97
Loja 5,Legging,M,5,42.01
Loja 8,Regata,P,1,79.29
Loja 6,Jaqueta,G,6,81.81
Loja 10,Blazer,M,5,77.47
Loja 7,Baby Look,EGG,6,72.86
Loja 6,Blazer,M,3,20.8
Loja 3,Blazer,M,7,92.33
Loja 3,Bermuda,PP,6,31.02
Loja 10,Calça Camuflada,PP,5,67.01
Loja 4,Moletom,M,5,34.13
Loja 8,Top,M,3,63.55
Loja 4,Top,PP,10,90.83
Loja 2,Regata,G,5,50.45
Loja 5,Pijama,EGG,3,87.14
Loja 7,Top,P,10,66.73
Loja 1,Baby Look,EGG,4,32.25
Loja 6,Regata,PP,9,36.42
Loja 7,Camiseta Mang Long,M,1,80.61
Loja 2,Camiseta,GG,10,12.83
Loja 10,Macacão,M,9,46.18
Loja 8,Calça Masc,EGG,3,29.59
Loja 2,Shorts Academia,PP,8,51.7
Loja 5,Calça Skini,G,4,17.03
Loja 10,Blazer,G,2,46.19
Loja 5,Calça Masc,G,8,48.65
Loja 4,Blazer,PP,6,78.36
Loja 1,Camiseta Mang Long,EGG,1,70.62
Loja 3,Calça Masc,PP,3,56.39
Loja 1,Camiseta Mang Long,PP,5,44.94
Loja 2,Calça Skini,EGG,1,87.81
Loja 4,Calça Skini,GG,3,56.88
Loja 5,Camiseta,P,10,63.49
Loja 2,Regata,EGG,3,83.8
Loja 3,Vestido,P,3,50.17
Loja 1,Blazer,P,9,87.53
Loja 1,Baby Look,PP,1,21.34
Loja 5,Macacão,G,4,61.19
Loja 7,Blusa,M,8,48.07
Loja 3,Shorts,G,2,25.85
Loja 5,Regata,PP,2,68.76
Loja 1,Shorts,G,3,88.01
Loja 6,Calça Camuflada,EGG,4,93.83
Loja 7,Top,M,4,44.94
Loja 2,Regata,GG,5,47.45
Loja 4,Blusa,M,10,53.76
Loja 4,Macacão,GG,8,20.24
Loja 10,Jaqueta,G,9,19.46
Loja 9,Shorts,EGG,4,99.48
Loja 5,Shorts Academia,G,8,65.69
Loja 3,Calça Fem,GG,2,55.31
Loja 8,Moletom,EGG,10,13.19
Loja 4,Moletom,G,1,78.69
Loja 3,Legging,PP,3,77.27
Loja 4,Blazer,P,9,68.3
Loja 10,Blazer,M,4,51.31
Loja 3,Blazer,PP,4,29.76
Loja 9,Vestido,G,6,94.97
Loja 2,Shorts Academia,P,9,28.1
Loja 10,Baby Look,EGG,9,40.39
Loja 8,Camiseta Mang Long,M,2,28.11
Loja 8,Moletom,P,4,94.61
Loja 5,Camiseta Mang Long,G,9,86.4
Loja 7,Top,PP,1,11.64
Loja 2,Shorts Academia,G,10,52.42
Loja 6,Vestido,GG,4,54.83
Loja 8,Blazer,EGG,1,37.2
Loja 1,Vestido,G,5,70.49
Loja 4,Moletom,P,9,15.96
Loja 1,Bermuda,P,1,86.4
Loja 2,Blusa,GG,8,60.26
Loja 1,Calça Skini,PP,8,90.45
Loja 5,Baby Look,P,2,84.83
Loja 8,Top,PP,8,85.17
Loja 3,Blazer,M,5,88.34
Loja 5,Baby Look,P,8,57.01
Loja 7,Camiseta,EGG,5,95.35
Loja 4,Blazer,PP,1,96.73
Loja 3,Camiseta Mang Long,PP,10,43.31
Loja 7,Jaqueta,PP,4,75.19
Loja 2,Regata,M,1,43.89
Loja 8,Baby Look,PP,3,15.53
Loja 2,Shorts Academia,EGG,2,86.2
Loja 9,Jaqueta,GG,7,71.27
Loja 7,Regata,PP,1,32.64
Loja 10,Moletom,P,6,90.49
Loja 2,Bermuda,P,4,51.81
Loja 1,Calça Skini,EGG,2,86.08
Loja 3,Regata,EGG,10,82.23
Loja 1,Vestido,PP,1,94.62
Loja 10,Shorts Academia,EGG,6,70.97
Loja 9,Camiseta,M,10,40.65
Loja 10,Shorts Academia,G,8,27.74
Loja 4,Calça Masc,G,5,32.99
Loja 6,Calça Masc,P,5,73.88
Loja 5,Calça Camuflada,G,3,35.3
Loja 2,Baby Look,PP,7,66.33
Loja 1,Blazer,PP,3,73.1
Loja 8,Pijama,P,8,69.97
Loja 5,Camiseta,G,7,19.19
Loja 5,Baby Look,GG,4,46.31
Loja 5,Shorts Academia,GG,1,78.86
Loja 1,Calça Camuflada,GG,10,63.89
Loja 10,Camiseta,GG,4,40.11
Loja 3,Vestido,M,7,78.26
Loja 4,Calça Fem,PP,10,73.91
Loja 5,Pijama,G,2,89.05
Loja 6,Top,G,5,29.13
Loja 5,Top,GG,1,79.19
Loja 10,Calça Camuflada,P,5,16.44
Loja 8,Calça Skini,EGG,6,67.12
Loja 5,Blusa,G,6,92.79
Loja 3,Shorts,P,7,98.35
Loja 7,Vestido,EGG,7,90.77
Loja 6,Bermuda,GG,4,56.93
Loja 4,Blazer,GG,4,35.17
Loja 6,Blazer,GG,1,81.89
Loja 2,Vestido,PP,7,93.62
Loja 9,Calça Fem,PP,1,98.76
Loja 8,Shorts,EGG,8,72.91
Loja 4,Camiseta,GG,6,49.95
Loja 8,Legging,P,6,63.45
Loja 2,Calça Masc,EGG,7,23.52
Loja 2,Macacão,P,10,39.07
Loja 1,Top,P,6,85.64
Loja 9,Top,PP,5,74.39
Loja 4,Pijama,M,4,46.88
Loja 5,Pijama,G,2,71.6
Loja 2,Macacão,EGG,1,74.12
Loja 1,Jaqueta,EGG,5,26.85
Loja 2,Moletom,G,9,32.75
Loja 5,Shorts Academia,EGG,10,10.94
Loja 9,Jaqueta,EGG,4,31.15
Loja 2,Baby Look,M,9,99.35
Loja 6,Baby Look,PP,5,54.68
Loja 1,Bermuda,PP,8,87.15
Loja 5,Calça Skini,GG,7,48.29
Loja 9,Blazer,M,1,54.73
Loja 1,Bermuda,G,2,64.49
Loja 9,Blusa,EGG,6,24.96
Loja 2,Blusa,GG,1,70.42
Loja 2,Camiseta,G,2,33.12
Loja 8,Shorts Academia,M,10,59.82
Loja 6,Baby Look,EGG,1,61.64
Loja 1,Baby Look,PP,8,12.29
Loja 3,Camiseta Mang Long,P,9,90.55
Loja 7,Shorts,EGG,5,24.01
Loja 10,Camiseta Mang Long,GG,10,35.18
Loja 1,Camiseta Mang Long,GG,3,45.17
Loja 8,Top,G,3,49.18
Loja 7,Baby Look,P,9,20.84
Loja 10,Shorts Academia,PP,2,80.35
Loja 3,Moletom,G,4,83.57
Loja 3,Regata,PP,1,61.53
Loja 5,Blusa,EGG,6,84.38
Loja 6,Jaqueta,P,2,43.99
Loja 4,Top,P,5,67.31
Loja 9,Calça Masc,P,1,80.81
Loja 1,Camiseta Mang Long,GG,8,46.96
Loja 5,Macacão,PP,1,81.33
Loja 4,Baby Look,G,6,90.31
Loja 5,Calça Fem,EGG,7,23.34
Loja 1,Pijama,PP,1,66.74
Loja 6,Vestido,EGG,4,25.7
Loja 5,Calça Camuflada,P,4,76.93
Loja 7,Pijama,G,6,95.74
Loja 1,Macacão,M,5,60.87
Loja 1,Calça Camuflada,G,6,17.36
Loja 6,Blusa,G,1,50.98
Loja 6,Calça Skini,PP,9,75.9
Loja 6,Calça Fem,M,3,67.38
Loja 6,Blusa,PP,10,58.96
Loja 6,Camiseta Mang Long,P,4,14.42
Loja 9,Pijama,EGG,8,54.14
Loja 5,Blazer,GG,7,91.39
Loja 2,Baby Look,M,8,11.43
Loja 3,Camiseta,GG,6,23.54
Loja 1,Moletom,G,7,99.97
Loja 6,Legging,G,2,16.9
Loja 9,Calça Masc,PP,9,19.73
Loja 1,Calça Camuflada,GG,10,95.54
Loja 8,Pijama,PP,2,88.64
Loja 3,Calça Masc,GG,7,28.87
Loja 9,Macacão,GG,8,99.72
Loja 10,Legging,M,7,98.23
Loja 4,Legging,P,6,24.86
Loja 5,Calça Masc,GG,8,17.66
Loja 1,Pijama,M,9,29.68
Loja 10,Pijama,G,6,96.74
Loja 1,Macacão,M,1,47.7
Loja 9,Blazer,M,10,49.78
Loja 4,Macacão,PP,2,56.93
Loja 10,Top,M,8,24.65
Loja 1,Vestido,EGG,9,52.8
Loja 2,Camiseta,EGG,10,59.67
Loja 1,Vestido,PP,6,57.07
Loja 8,Top,EGG,2,67.13
Loja 6,Shorts,GG,9,83.5
Loja 2,Blazer,PP,3,36.55
Loja 7,Shorts,M,6,80.63
Loja 6,Shorts,P,10,25.86
Loja 9,Calça Skini,EGG,9,13.98
Loja 8,Calça Fem,M,6,68.74
Loja 10,Blusa,M,4,34.19
Loja 5,Calça Skini,EGG,3,48.01
Loja 6,Baby Look,M,7,93.31
Loja 7,Bermuda,GG,7,68.55
Loja 6,Moletom,GG,10,84.6
Loja 4,Camiseta Mang Long,G,6,98.34
Loja 5,Camiseta,EGG,7,64.32
Loja 3,Blazer,G,5,75.11
Loja 1,Shorts Academia,EGG,7,59.2
Loja 6,Vestido,G,1,34.96
Loja 6,Macacão,GG,7,92.22
Loja 8,Macacão,GG,1,10.18
Loja 9,Top,GG,6,88.88
Loja 4,Vestido,G,2,21.84
Loja 5,Calça Camuflada,M,8,79.1
Loja 6,Macacão,EGG,2,67.08
Loja 1,Calça Camuflada,GG,5,23.21
Loja 3,Calça Fem,G,4,31.39
Loja 1,Calça Camuflada,P,3,64.29
Loja 10,Calça Fem,G,9,46.08
Loja 1,Blazer,G,4,38.55
Loja 2,Shorts,EGG,8,53.72
Loja 3,Calça Fem,M,4,41.72
Loja 7,Calça Masc,GG,9,33.8
Loja 7,Camiseta,GG,5,97.24
Loja 3,Top,M,7,42.93
Loja 5,Calça Camuflada,EGG,2,69.11
Loja 6,Blusa,PP,2,44.07
Loja 8,Shorts,GG,8,98.0
Loja 5,Blazer,GG,7,96.57
Loja 1,Top,P,5,47.88
Loja 5,Top,P,6,41.11
Loja 10,Regata,P,1,22.25
Loja 10,Baby Look,EGG,6,14.81
Loja 9,Legging,PP,5,39.48
Loja 10,Pijama,EGG,2,94.69
Loja 8,Top,P,3,52.48
Loja 8,Regata,GG,3,89.1
Loja 7,Calça Masc,PP,2,12.12
Loja 3,Camiseta Mang Long,EGG,1,73.0
Loja 9,Legging,M,10,16.24
Loja 7,Calça Masc,M,1,89.72
Loja 10,Macacão,G,7,10.96
Loja 2,Baby Look,P,5,33.51
Loja 10,Calça Camuflada,P,9,29.72
Loja 4,Pijama,G,9,64.82
Loja 2,Calça Camuflada,M,7,83.54
Loja 2,Calça Skini,GG,1,38.16
Loja 9,Vestido,PP,5,77.39
Loja 1,Blazer,M,9,67.82
Loja 5,Pijama,M,8,65.44
Loja 1,Camiseta,M,1,55.28
Loja 3,Shorts,M,3,32.39
Loja 2,Blazer,M,3,44.9
Loja 10,Calça Fem,PP,4,61.8
Loja 4,Shorts,PP,6,36.26
Loja 6,Moletom,M,2,69.1
Loja 2,Pijama,G,2,15.3
Loja 9,Blazer,M,10,26.18
Loja 9,Macacão,GG,10,51.51
Loja 5,Calça Fem,PP,7,53.27
Loja 9,Camiseta,P,1,42.21
Loja 9,Legging,G,3,42.25
Loja 2,Jaqueta,P,10,34.27
Loja 8,Bermuda,GG,2,13.61
Loja 3,Pijama,P,4,52.28
Loja 5,Camiseta Mang Long,M,9,28.2
Loja 6,Calça Fem,P,2,35.27
Loja 6,Blusa,G,8,22.61
Loja 10,Shorts Academia,G,8,10.06
Loja 4,Camiseta,M,8,24.93
Loja 7,Blazer,P,4,19.55
Loja 3,Legging,G,5,61.31
Loja 10,Pijama,PP,2,68.43
Loja 5,Top,EGG,2,81.89
Loja 5,Jaqueta,M,3,42.91
Loja 5,Regata,G,7,84.82
Loja 6,Camiseta,G,5,17.7
Loja 1,Top,PP,1,88.34
Loja 10,Calça Fem,M,10,84.68
Loja 8,Bermuda,P,2,57.87
Loja 1,Shorts,GG,8,96.63
Loja 2,Top,EGG,4,38.86
Loja 2,Moletom,M,5,49.59
Loja 8,Vestido,G,2,56.65
Loja 2,Legging,GG,4,36.74
Loja 2,Calça Masc,PP,3,32.13
Loja 4,Calça Skini,G,10,90.01
Loja 5,Macacão,GG,4,37.8
Loja 1,Blusa,P,6,87.55
Loja 5,Calça Masc,G,9,79.64
Loja 6,Camiseta Mang Long,EGG,7,71.44
Loja 9,Shorts Academia,PP,2,33.78
Loja 3,Shorts,GG,9,16.45
Loja 4,Calça Masc,PP,7,81.24
Loja 2,Calça Masc,EGG,8,88.38
Loja 7,Shorts Academia,GG,3,57.18
Loja 7,Shorts,GG,1,13.21
Loja 3,Jaqueta,PP,3,16.76
Loja 10,Baby Look,PP,1,82.46
Loja 3,Vestido,GG,5,20.51
Loja 4,Calça Skini,PP,10,87.45
Loja 2,Calça Camuflada,G,2,86.43
Loja 9,Vestido,EGG,9,23.99
